ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000018758.1 ENSAPEG00000013059.1
ENSAPET00000018785.1 ENSAPEG00000013060.1
ENSAPET00000018793.1 ENSAPEG00000013060.1
ENSAPET00000018761.1 ENSAPEG00000013061.1
ENSAPET00000018800.1 ENSAPEG00000013062.1
ENSAPET00000018825.1 ENSAPEG00000013062.1
ENSAPET00000018757.1 ENSAPEG00000013063.1
ENSAPET00000018755.1 ENSAPEG00000013064.1
ENSAPET00000018898.1 ENSAPEG00000013065.1
ENSAPET00000018915.1 ENSAPEG00000013065.1
ENSAPET00000018979.1 ENSAPEG00000013065.1
ENSAPET00000019051.1 ENSAPEG00000013065.1
ENSAPET00000019070.1 ENSAPEG00000013065.1
ENSAPET00000019115.1 ENSAPEG00000013065.1
ENSAPET00000019205.1 ENSAPEG00000013065.1
ENSAPET00000018802.1 ENSAPEG00000013066.1
ENSAPET00000018815.1 ENSAPEG00000013066.1
ENSAPET00000018798.1 ENSAPEG00000013067.1
ENSAPET00000018817.1 ENSAPEG00000013067.1
ENSAPET00000018776.1 ENSAPEG00000013068.1
ENSAPET00000018773.1 ENSAPEG00000013069.1
ENSAPET00000018766.1 ENSAPEG00000013070.1
ENSAPET00000018774.1 ENSAPEG00000013071.1
ENSAPET00000018770.1 ENSAPEG00000013072.1
ENSAPET00000018769.1 ENSAPEG00000013073.1
ENSAPET00000018772.1 ENSAPEG00000013074.1
ENSAPET00000018787.1 ENSAPEG00000013074.1
ENSAPET00000018790.1 ENSAPEG00000013074.1
ENSAPET00000018796.1 ENSAPEG00000013074.1
ENSAPET00000018779.1 ENSAPEG00000013075.1
ENSAPET00000018797.1 ENSAPEG00000013075.1
ENSAPET00000018814.1 ENSAPEG00000013075.1
ENSAPET00000018838.1 ENSAPEG00000013075.1
ENSAPET00000018860.1 ENSAPEG00000013075.1
ENSAPET00000018780.1 ENSAPEG00000013076.1
ENSAPET00000018788.1 ENSAPEG00000013077.1
ENSAPET00000018983.1 ENSAPEG00000013078.1
ENSAPET00000019000.1 ENSAPEG00000013078.1
ENSAPET00000018809.1 ENSAPEG00000013079.1
ENSAPET00000018822.1 ENSAPEG00000013079.1
ENSAPET00000018792.1 ENSAPEG00000013080.1
ENSAPET00000018794.1 ENSAPEG00000013081.1
ENSAPET00000018808.1 ENSAPEG00000013082.1
ENSAPET00000018826.1 ENSAPEG00000013083.1
ENSAPET00000018850.1 ENSAPEG00000013084.1
ENSAPET00000018875.1 ENSAPEG00000013084.1
ENSAPET00000018795.1 ENSAPEG00000013085.1
ENSAPET00000018813.1 ENSAPEG00000013085.1
ENSAPET00000018836.1 ENSAPEG00000013085.1
ENSAPET00000018806.1 ENSAPEG00000013086.1
ENSAPET00000018843.1 ENSAPEG00000013086.1
ENSAPET00000018803.1 ENSAPEG00000013087.1
ENSAPET00000018818.1 ENSAPEG00000013088.1
ENSAPET00000018819.1 ENSAPEG00000013089.1
ENSAPET00000018837.1 ENSAPEG00000013089.1
ENSAPET00000018834.1 ENSAPEG00000013090.1
ENSAPET00000018824.1 ENSAPEG00000013091.1
ENSAPET00000018877.1 ENSAPEG00000013091.1
ENSAPET00000018835.1 ENSAPEG00000013092.1
ENSAPET00000018810.1 ENSAPEG00000013093.1
ENSAPET00000018816.1 ENSAPEG00000013094.1
ENSAPET00000018829.1 ENSAPEG00000013094.1
ENSAPET00000018896.1 ENSAPEG00000013095.1
ENSAPET00000018936.1 ENSAPEG00000013095.1
ENSAPET00000018823.1 ENSAPEG00000013096.1
ENSAPET00000018821.1 ENSAPEG00000013097.1
ENSAPET00000018868.1 ENSAPEG00000013098.1
ENSAPET00000018892.1 ENSAPEG00000013098.1
ENSAPET00000018910.1 ENSAPEG00000013098.1
ENSAPET00000018866.1 ENSAPEG00000013099.1
ENSAPET00000018867.1 ENSAPEG00000013100.1
ENSAPET00000018925.1 ENSAPEG00000013101.1
ENSAPET00000018945.1 ENSAPEG00000013101.1
ENSAPET00000018831.1 ENSAPEG00000013102.1
ENSAPET00000018844.1 ENSAPEG00000013102.1
ENSAPET00000018830.1 ENSAPEG00000013103.1
ENSAPET00000018882.1 ENSAPEG00000013104.1
ENSAPET00000018832.1 ENSAPEG00000013105.1
ENSAPET00000018833.1 ENSAPEG00000013106.1
ENSAPET00000018839.1 ENSAPEG00000013106.1
ENSAPET00000018858.1 ENSAPEG00000013107.1
ENSAPET00000018842.1 ENSAPEG00000013108.1
ENSAPET00000018848.1 ENSAPEG00000013109.1
ENSAPET00000018847.1 ENSAPEG00000013110.1
ENSAPET00000018942.1 ENSAPEG00000013111.1
ENSAPET00000018961.1 ENSAPEG00000013111.1
ENSAPET00000018840.1 ENSAPEG00000013112.1
ENSAPET00000018845.1 ENSAPEG00000013113.1
ENSAPET00000018851.1 ENSAPEG00000013114.1
ENSAPET00000018853.1 ENSAPEG00000013115.1
ENSAPET00000018857.1 ENSAPEG00000013116.1
ENSAPET00000018855.1 ENSAPEG00000013117.1
ENSAPET00000018879.1 ENSAPEG00000013118.1
ENSAPET00000018895.1 ENSAPEG00000013118.1
ENSAPET00000018927.1 ENSAPEG00000013119.1
ENSAPET00000018888.1 ENSAPEG00000013120.1
ENSAPET00000018907.1 ENSAPEG00000013120.1
ENSAPET00000018909.1 ENSAPEG00000013121.1
ENSAPET00000018926.1 ENSAPEG00000013121.1
ENSAPET00000018859.1 ENSAPEG00000013122.1
ENSAPET00000018908.1 ENSAPEG00000013123.1
ENSAPET00000018922.1 ENSAPEG00000013123.1
ENSAPET00000018943.1 ENSAPEG00000013123.1
ENSAPET00000018873.1 ENSAPEG00000013124.1
ENSAPET00000018885.1 ENSAPEG00000013124.1
ENSAPET00000018874.1 ENSAPEG00000013125.1
ENSAPET00000018884.1 ENSAPEG00000013125.1
ENSAPET00000018902.1 ENSAPEG00000013125.1
ENSAPET00000018886.1 ENSAPEG00000013126.1
ENSAPET00000018903.1 ENSAPEG00000013127.1
ENSAPET00000018911.1 ENSAPEG00000013128.1
ENSAPET00000018928.1 ENSAPEG00000013128.1
ENSAPET00000018952.1 ENSAPEG00000013128.1
ENSAPET00000018865.1 ENSAPEG00000013129.1
ENSAPET00000018894.1 ENSAPEG00000013130.1
ENSAPET00000018919.1 ENSAPEG00000013131.1
ENSAPET00000018880.1 ENSAPEG00000013132.1
ENSAPET00000018906.1 ENSAPEG00000013132.1
ENSAPET00000018878.1 ENSAPEG00000013133.1
ENSAPET00000018993.1 ENSAPEG00000013134.1
ENSAPET00000019021.1 ENSAPEG00000013134.1
ENSAPET00000018891.1 ENSAPEG00000013135.1
ENSAPET00000018937.1 ENSAPEG00000013136.1
ENSAPET00000018905.1 ENSAPEG00000013137.1
ENSAPET00000018913.1 ENSAPEG00000013137.1
ENSAPET00000018935.1 ENSAPEG00000013137.1
ENSAPET00000018918.1 ENSAPEG00000013138.1
ENSAPET00000018890.1 ENSAPEG00000013139.1
ENSAPET00000018893.1 ENSAPEG00000013140.1
ENSAPET00000018921.1 ENSAPEG00000013141.1
ENSAPET00000018995.1 ENSAPEG00000013142.1
ENSAPET00000018897.1 ENSAPEG00000013143.1
ENSAPET00000018933.1 ENSAPEG00000013144.1
ENSAPET00000019096.1 ENSAPEG00000013145.1
ENSAPET00000018904.1 ENSAPEG00000013146.1
ENSAPET00000018978.1 ENSAPEG00000013147.1
ENSAPET00000018994.1 ENSAPEG00000013147.1
ENSAPET00000018968.1 ENSAPEG00000013149.1
ENSAPET00000018940.1 ENSAPEG00000013150.1
ENSAPET00000018912.1 ENSAPEG00000013151.1
ENSAPET00000018930.1 ENSAPEG00000013152.1
ENSAPET00000019179.1 ENSAPEG00000013153.1
ENSAPET00000018920.1 ENSAPEG00000013154.1
ENSAPET00000018923.1 ENSAPEG00000013155.1
ENSAPET00000019020.1 ENSAPEG00000013156.1
ENSAPET00000019047.1 ENSAPEG00000013156.1
ENSAPET00000019063.1 ENSAPEG00000013156.1
ENSAPET00000019071.1 ENSAPEG00000013156.1
ENSAPET00000018985.1 ENSAPEG00000013157.1
ENSAPET00000019002.1 ENSAPEG00000013158.1
ENSAPET00000019026.1 ENSAPEG00000013158.1
ENSAPET00000019081.1 ENSAPEG00000013158.1
ENSAPET00000018931.1 ENSAPEG00000013159.1
ENSAPET00000018959.1 ENSAPEG00000013160.1
ENSAPET00000018972.1 ENSAPEG00000013160.1
ENSAPET00000018984.1 ENSAPEG00000013160.1
ENSAPET00000018938.1 ENSAPEG00000013161.1
ENSAPET00000018989.1 ENSAPEG00000013162.1
ENSAPET00000018929.1 ENSAPEG00000013163.1
ENSAPET00000018941.1 ENSAPEG00000013164.1
ENSAPET00000018932.1 ENSAPEG00000013165.1
ENSAPET00000018934.1 ENSAPEG00000013166.1
ENSAPET00000018963.1 ENSAPEG00000013167.1
ENSAPET00000018991.1 ENSAPEG00000013168.1
ENSAPET00000018939.1 ENSAPEG00000013169.1
ENSAPET00000018949.1 ENSAPEG00000013170.1
ENSAPET00000018954.1 ENSAPEG00000013170.1
ENSAPET00000018948.1 ENSAPEG00000013171.1
ENSAPET00000018960.1 ENSAPEG00000013171.1
ENSAPET00000018950.1 ENSAPEG00000013172.1
ENSAPET00000018956.1 ENSAPEG00000013173.1
ENSAPET00000018947.1 ENSAPEG00000013174.1
ENSAPET00000018955.1 ENSAPEG00000013175.1
ENSAPET00000018976.1 ENSAPEG00000013176.1
ENSAPET00000018973.1 ENSAPEG00000013177.1
ENSAPET00000018986.1 ENSAPEG00000013178.1
ENSAPET00000019009.1 ENSAPEG00000013178.1
ENSAPET00000018953.1 ENSAPEG00000013179.1
ENSAPET00000018962.1 ENSAPEG00000013180.1
ENSAPET00000018981.1 ENSAPEG00000013181.1
ENSAPET00000018999.1 ENSAPEG00000013181.1
ENSAPET00000019013.1 ENSAPEG00000013181.1
ENSAPET00000018958.1 ENSAPEG00000013182.1
ENSAPET00000018965.1 ENSAPEG00000013183.1
ENSAPET00000018969.1 ENSAPEG00000013184.1
ENSAPET00000018964.1 ENSAPEG00000013185.1
ENSAPET00000018966.1 ENSAPEG00000013186.1
ENSAPET00000018988.1 ENSAPEG00000013187.1
ENSAPET00000019001.1 ENSAPEG00000013187.1
ENSAPET00000018971.1 ENSAPEG00000013188.1
ENSAPET00000018975.1 ENSAPEG00000013189.1
ENSAPET00000018987.1 ENSAPEG00000013189.1
ENSAPET00000018990.1 ENSAPEG00000013190.1
ENSAPET00000019008.1 ENSAPEG00000013191.1
ENSAPET00000019028.1 ENSAPEG00000013191.1
ENSAPET00000019052.1 ENSAPEG00000013191.1
ENSAPET00000018974.1 ENSAPEG00000013192.1
ENSAPET00000018977.1 ENSAPEG00000013193.1
ENSAPET00000019004.1 ENSAPEG00000013194.1
ENSAPET00000019014.1 ENSAPEG00000013194.1
ENSAPET00000019003.1 ENSAPEG00000013195.1
ENSAPET00000019011.1 ENSAPEG00000013195.1
ENSAPET00000018992.1 ENSAPEG00000013196.1
ENSAPET00000019005.1 ENSAPEG00000013196.1
ENSAPET00000019006.1 ENSAPEG00000013197.1
ENSAPET00000019034.1 ENSAPEG00000013198.1
ENSAPET00000018980.1 ENSAPEG00000013199.1
ENSAPET00000018998.1 ENSAPEG00000013200.1
ENSAPET00000019007.1 ENSAPEG00000013200.1
ENSAPET00000019016.1 ENSAPEG00000013200.1
ENSAPET00000019030.1 ENSAPEG00000013200.1
ENSAPET00000019077.1 ENSAPEG00000013201.1
ENSAPET00000019171.1 ENSAPEG00000013202.1
ENSAPET00000019195.1 ENSAPEG00000013202.1
ENSAPET00000018996.1 ENSAPEG00000013203.1
ENSAPET00000019059.1 ENSAPEG00000013204.1
ENSAPET00000019022.1 ENSAPEG00000013205.1
ENSAPET00000019038.1 ENSAPEG00000013205.1
ENSAPET00000019032.1 ENSAPEG00000013206.1
ENSAPET00000019041.1 ENSAPEG00000013206.1
ENSAPET00000019153.1 ENSAPEG00000013208.1
ENSAPET00000019170.1 ENSAPEG00000013208.1
ENSAPET00000019015.1 ENSAPEG00000013209.1
ENSAPET00000019024.1 ENSAPEG00000013209.1
ENSAPET00000019099.1 ENSAPEG00000013210.1
ENSAPET00000019019.1 ENSAPEG00000013211.1
ENSAPET00000019029.1 ENSAPEG00000013212.1
ENSAPET00000019010.1 ENSAPEG00000013213.1
ENSAPET00000019055.1 ENSAPEG00000013214.1
ENSAPET00000019023.1 ENSAPEG00000013215.1
ENSAPET00000019017.1 ENSAPEG00000013216.1
ENSAPET00000019012.1 ENSAPEG00000013217.1
ENSAPET00000019027.1 ENSAPEG00000013217.1
ENSAPET00000019049.1 ENSAPEG00000013217.1
ENSAPET00000019069.1 ENSAPEG00000013218.1
ENSAPET00000019066.1 ENSAPEG00000013219.1
ENSAPET00000019043.1 ENSAPEG00000013220.1
ENSAPET00000019057.1 ENSAPEG00000013220.1
ENSAPET00000019142.1 ENSAPEG00000013221.1
ENSAPET00000019025.1 ENSAPEG00000013222.1
ENSAPET00000019033.1 ENSAPEG00000013223.1
ENSAPET00000019273.1 ENSAPEG00000013224.1
ENSAPET00000019285.1 ENSAPEG00000013224.1
ENSAPET00000019031.1 ENSAPEG00000013225.1
ENSAPET00000019036.1 ENSAPEG00000013226.1
ENSAPET00000019040.1 ENSAPEG00000013226.1
ENSAPET00000019035.1 ENSAPEG00000013227.1
ENSAPET00000019125.1 ENSAPEG00000013228.1
ENSAPET00000019046.1 ENSAPEG00000013229.1
ENSAPET00000019037.1 ENSAPEG00000013230.1
ENSAPET00000019042.1 ENSAPEG00000013231.1
ENSAPET00000019163.1 ENSAPEG00000013232.1
ENSAPET00000019182.1 ENSAPEG00000013232.1
ENSAPET00000019092.1 ENSAPEG00000013233.1
ENSAPET00000019097.1 ENSAPEG00000013233.1
ENSAPET00000019174.1 ENSAPEG00000013233.1
ENSAPET00000019177.1 ENSAPEG00000013233.1
ENSAPET00000019358.1 ENSAPEG00000013233.1
ENSAPET00000019374.1 ENSAPEG00000013233.1
ENSAPET00000019426.1 ENSAPEG00000013233.1
ENSAPET00000019498.1 ENSAPEG00000013233.1
ENSAPET00000019529.1 ENSAPEG00000013233.1
ENSAPET00000019547.1 ENSAPEG00000013233.1
ENSAPET00000019060.1 ENSAPEG00000013234.1
ENSAPET00000019065.1 ENSAPEG00000013234.1
ENSAPET00000019056.1 ENSAPEG00000013235.1
ENSAPET00000019149.1 ENSAPEG00000013236.1
ENSAPET00000019048.1 ENSAPEG00000013237.1
ENSAPET00000019045.1 ENSAPEG00000013238.1
ENSAPET00000019061.1 ENSAPEG00000013239.1
ENSAPET00000019050.1 ENSAPEG00000013240.1
ENSAPET00000019084.1 ENSAPEG00000013241.1
ENSAPET00000019113.1 ENSAPEG00000013242.1
ENSAPET00000019102.1 ENSAPEG00000013243.1
ENSAPET00000019119.1 ENSAPEG00000013243.1
ENSAPET00000019044.1 ENSAPEG00000013244.1
ENSAPET00000019146.1 ENSAPEG00000013245.1
ENSAPET00000019053.1 ENSAPEG00000013246.1
ENSAPET00000019064.1 ENSAPEG00000013246.1
ENSAPET00000019067.1 ENSAPEG00000013246.1
ENSAPET00000019054.1 ENSAPEG00000013247.1
ENSAPET00000019068.1 ENSAPEG00000013248.1
ENSAPET00000019058.1 ENSAPEG00000013249.1
ENSAPET00000019079.1 ENSAPEG00000013250.1
ENSAPET00000019093.1 ENSAPEG00000013251.1
ENSAPET00000019062.1 ENSAPEG00000013252.1
ENSAPET00000019080.1 ENSAPEG00000013253.1
ENSAPET00000019075.1 ENSAPEG00000013254.1
ENSAPET00000019082.1 ENSAPEG00000013255.1
ENSAPET00000019130.1 ENSAPEG00000013257.1
ENSAPET00000019078.1 ENSAPEG00000013258.1
ENSAPET00000019087.1 ENSAPEG00000013258.1
ENSAPET00000019239.1 ENSAPEG00000013259.1
ENSAPET00000019260.1 ENSAPEG00000013259.1
ENSAPET00000019305.1 ENSAPEG00000013259.1
ENSAPET00000019073.1 ENSAPEG00000013260.1
ENSAPET00000019090.1 ENSAPEG00000013260.1
ENSAPET00000019094.1 ENSAPEG00000013261.1
ENSAPET00000019117.1 ENSAPEG00000013261.1
ENSAPET00000019140.1 ENSAPEG00000013261.1
ENSAPET00000019139.1 ENSAPEG00000013262.1
ENSAPET00000019103.1 ENSAPEG00000013263.1
ENSAPET00000019110.1 ENSAPEG00000013264.1
ENSAPET00000019131.1 ENSAPEG00000013264.1
ENSAPET00000019135.1 ENSAPEG00000013264.1
ENSAPET00000019074.1 ENSAPEG00000013265.1
ENSAPET00000019186.1 ENSAPEG00000013266.1
ENSAPET00000019213.1 ENSAPEG00000013266.1
ENSAPET00000019241.1 ENSAPEG00000013266.1
ENSAPET00000019284.1 ENSAPEG00000013266.1
ENSAPET00000019088.1 ENSAPEG00000013267.1
ENSAPET00000019168.1 ENSAPEG00000013268.1
ENSAPET00000019098.1 ENSAPEG00000013269.1
ENSAPET00000019086.1 ENSAPEG00000013270.1
ENSAPET00000019105.1 ENSAPEG00000013270.1
ENSAPET00000019109.1 ENSAPEG00000013271.1
ENSAPET00000019085.1 ENSAPEG00000013272.1
ENSAPET00000019116.1 ENSAPEG00000013273.1
ENSAPET00000019089.1 ENSAPEG00000013274.1
ENSAPET00000019138.1 ENSAPEG00000013275.1
ENSAPET00000019194.1 ENSAPEG00000013276.1
ENSAPET00000019091.1 ENSAPEG00000013277.1
ENSAPET00000019101.1 ENSAPEG00000013278.1
ENSAPET00000019151.1 ENSAPEG00000013279.1
ENSAPET00000019152.1 ENSAPEG00000013280.1
ENSAPET00000019118.1 ENSAPEG00000013281.1
ENSAPET00000019134.1 ENSAPEG00000013281.1
ENSAPET00000019222.1 ENSAPEG00000013282.1
ENSAPET00000019234.1 ENSAPEG00000013282.1
ENSAPET00000019095.1 ENSAPEG00000013283.1
ENSAPET00000019108.1 ENSAPEG00000013283.1
ENSAPET00000019120.1 ENSAPEG00000013283.1
ENSAPET00000019141.1 ENSAPEG00000013283.1
ENSAPET00000019100.1 ENSAPEG00000013284.1
ENSAPET00000019114.1 ENSAPEG00000013285.1
ENSAPET00000019106.1 ENSAPEG00000013286.1
ENSAPET00000019104.1 ENSAPEG00000013287.1
ENSAPET00000019136.1 ENSAPEG00000013288.1
ENSAPET00000019107.1 ENSAPEG00000013289.1
ENSAPET00000019112.1 ENSAPEG00000013289.1
ENSAPET00000019124.1 ENSAPEG00000013289.1
ENSAPET00000019157.1 ENSAPEG00000013290.1
ENSAPET00000019128.1 ENSAPEG00000013292.1
ENSAPET00000019111.1 ENSAPEG00000013293.1
ENSAPET00000019126.1 ENSAPEG00000013294.1
ENSAPET00000019129.1 ENSAPEG00000013295.1
ENSAPET00000019123.1 ENSAPEG00000013296.1
ENSAPET00000019160.1 ENSAPEG00000013297.1
ENSAPET00000019178.1 ENSAPEG00000013297.1
ENSAPET00000019121.1 ENSAPEG00000013298.1
ENSAPET00000019187.1 ENSAPEG00000013299.1
ENSAPET00000019145.1 ENSAPEG00000013301.1
ENSAPET00000019127.1 ENSAPEG00000013302.1
ENSAPET00000019236.1 ENSAPEG00000013303.1
ENSAPET00000019137.1 ENSAPEG00000013304.1
ENSAPET00000019148.1 ENSAPEG00000013305.1
ENSAPET00000019161.1 ENSAPEG00000013306.1
ENSAPET00000019155.1 ENSAPEG00000013307.1
ENSAPET00000019184.1 ENSAPEG00000013308.1
ENSAPET00000019175.1 ENSAPEG00000013309.1
ENSAPET00000019176.1 ENSAPEG00000013310.1
ENSAPET00000019181.1 ENSAPEG00000013311.1
ENSAPET00000019143.1 ENSAPEG00000013312.1
ENSAPET00000019162.1 ENSAPEG00000013313.1
ENSAPET00000019189.1 ENSAPEG00000013314.1
ENSAPET00000019144.1 ENSAPEG00000013315.1
ENSAPET00000019156.1 ENSAPEG00000013316.1
ENSAPET00000019164.1 ENSAPEG00000013316.1
ENSAPET00000019150.1 ENSAPEG00000013317.1
ENSAPET00000019169.1 ENSAPEG00000013317.1
ENSAPET00000019167.1 ENSAPEG00000013318.1
ENSAPET00000019166.1 ENSAPEG00000013319.1
ENSAPET00000019159.1 ENSAPEG00000013320.1
ENSAPET00000019154.1 ENSAPEG00000013321.1
ENSAPET00000019193.1 ENSAPEG00000013322.1
ENSAPET00000019173.1 ENSAPEG00000013323.1
ENSAPET00000019165.1 ENSAPEG00000013324.1
ENSAPET00000019276.1 ENSAPEG00000013325.1
ENSAPET00000019191.1 ENSAPEG00000013326.1
ENSAPET00000019199.1 ENSAPEG00000013327.1
ENSAPET00000019266.1 ENSAPEG00000013328.1
ENSAPET00000019185.1 ENSAPEG00000013329.1
ENSAPET00000019228.1 ENSAPEG00000013330.1
ENSAPET00000019192.1 ENSAPEG00000013331.1
ENSAPET00000019183.1 ENSAPEG00000013333.1
ENSAPET00000019293.1 ENSAPEG00000013334.1
ENSAPET00000019345.1 ENSAPEG00000013334.1
ENSAPET00000019180.1 ENSAPEG00000013335.1
ENSAPET00000019207.1 ENSAPEG00000013336.1
ENSAPET00000019190.1 ENSAPEG00000013337.1
ENSAPET00000019211.1 ENSAPEG00000013338.1
ENSAPET00000019233.1 ENSAPEG00000013339.1
ENSAPET00000019267.1 ENSAPEG00000013339.1
ENSAPET00000019308.1 ENSAPEG00000013339.1
ENSAPET00000019355.1 ENSAPEG00000013339.1
ENSAPET00000019376.1 ENSAPEG00000013339.1
ENSAPET00000019474.1 ENSAPEG00000013339.1
ENSAPET00000019482.1 ENSAPEG00000013339.1
ENSAPET00000019200.1 ENSAPEG00000013340.1
ENSAPET00000019219.1 ENSAPEG00000013341.1
ENSAPET00000019249.1 ENSAPEG00000013342.1
ENSAPET00000019201.1 ENSAPEG00000013343.1
ENSAPET00000019274.1 ENSAPEG00000013344.1
ENSAPET00000019197.1 ENSAPEG00000013345.1
ENSAPET00000019208.1 ENSAPEG00000013345.1
ENSAPET00000019225.1 ENSAPEG00000013345.1
ENSAPET00000019209.1 ENSAPEG00000013346.1
ENSAPET00000019235.1 ENSAPEG00000013347.1
ENSAPET00000019198.1 ENSAPEG00000013348.1
ENSAPET00000019203.1 ENSAPEG00000013349.1
ENSAPET00000019216.1 ENSAPEG00000013349.1
ENSAPET00000019202.1 ENSAPEG00000013350.1
ENSAPET00000019214.1 ENSAPEG00000013350.1
ENSAPET00000019223.1 ENSAPEG00000013350.1
ENSAPET00000019206.1 ENSAPEG00000013351.1
ENSAPET00000019251.1 ENSAPEG00000013351.1
ENSAPET00000019204.1 ENSAPEG00000013352.1
ENSAPET00000019313.1 ENSAPEG00000013353.1
ENSAPET00000019212.1 ENSAPEG00000013354.1
ENSAPET00000019227.1 ENSAPEG00000013354.1
ENSAPET00000019220.1 ENSAPEG00000013355.1
ENSAPET00000019246.1 ENSAPEG00000013355.1
ENSAPET00000019221.1 ENSAPEG00000013356.1
ENSAPET00000019245.1 ENSAPEG00000013357.1
ENSAPET00000019238.1 ENSAPEG00000013358.1
ENSAPET00000019255.1 ENSAPEG00000013358.1
ENSAPET00000019217.1 ENSAPEG00000013359.1
ENSAPET00000019210.1 ENSAPEG00000013360.1
ENSAPET00000019226.1 ENSAPEG00000013361.1
ENSAPET00000019272.1 ENSAPEG00000013362.1
ENSAPET00000019290.1 ENSAPEG00000013362.1
ENSAPET00000019215.1 ENSAPEG00000013363.1
ENSAPET00000019283.1 ENSAPEG00000013364.1
ENSAPET00000019304.1 ENSAPEG00000013364.1
ENSAPET00000019237.1 ENSAPEG00000013365.1
ENSAPET00000019224.1 ENSAPEG00000013366.1
ENSAPET00000019248.1 ENSAPEG00000013367.1
ENSAPET00000019275.1 ENSAPEG00000013368.1
ENSAPET00000019230.1 ENSAPEG00000013369.1
ENSAPET00000019289.1 ENSAPEG00000013370.1
ENSAPET00000019252.1 ENSAPEG00000013371.1
ENSAPET00000019298.1 ENSAPEG00000013372.1
ENSAPET00000019231.1 ENSAPEG00000013373.1
ENSAPET00000019256.1 ENSAPEG00000013373.1
ENSAPET00000019265.1 ENSAPEG00000013373.1
ENSAPET00000019303.1 ENSAPEG00000013373.1
ENSAPET00000019240.1 ENSAPEG00000013374.1
ENSAPET00000019258.1 ENSAPEG00000013374.1
ENSAPET00000019250.1 ENSAPEG00000013375.1
ENSAPET00000019232.1 ENSAPEG00000013376.1
ENSAPET00000019244.1 ENSAPEG00000013377.1
ENSAPET00000019242.1 ENSAPEG00000013378.1
ENSAPET00000019243.1 ENSAPEG00000013379.1
ENSAPET00000019247.1 ENSAPEG00000013380.1
ENSAPET00000019278.1 ENSAPEG00000013381.1
ENSAPET00000019253.1 ENSAPEG00000013382.1
ENSAPET00000019307.1 ENSAPEG00000013383.1
ENSAPET00000019268.1 ENSAPEG00000013384.1
ENSAPET00000019264.1 ENSAPEG00000013385.1
ENSAPET00000019271.1 ENSAPEG00000013386.1
ENSAPET00000019254.1 ENSAPEG00000013387.1
ENSAPET00000019257.1 ENSAPEG00000013388.1
ENSAPET00000019324.1 ENSAPEG00000013389.1
ENSAPET00000019261.1 ENSAPEG00000013390.1
ENSAPET00000019259.1 ENSAPEG00000013391.1
ENSAPET00000019286.1 ENSAPEG00000013392.1
ENSAPET00000019808.1 ENSAPEG00000013393.1
ENSAPET00000019839.1 ENSAPEG00000013393.1
ENSAPET00000019856.1 ENSAPEG00000013393.1
ENSAPET00000019262.1 ENSAPEG00000013394.1
ENSAPET00000019279.1 ENSAPEG00000013395.1
ENSAPET00000019291.1 ENSAPEG00000013395.1
ENSAPET00000019294.1 ENSAPEG00000013396.1
ENSAPET00000019310.1 ENSAPEG00000013396.1
ENSAPET00000019263.1 ENSAPEG00000013397.1
ENSAPET00000019270.1 ENSAPEG00000013398.1
ENSAPET00000019292.1 ENSAPEG00000013399.1
ENSAPET00000019269.1 ENSAPEG00000013400.1
ENSAPET00000019280.1 ENSAPEG00000013401.1
ENSAPET00000019453.1 ENSAPEG00000013402.1
ENSAPET00000019469.1 ENSAPEG00000013402.1
ENSAPET00000019299.1 ENSAPEG00000013403.1
ENSAPET00000019309.1 ENSAPEG00000013404.1
ENSAPET00000019351.1 ENSAPEG00000013404.1
ENSAPET00000019277.1 ENSAPEG00000013405.1
ENSAPET00000019302.1 ENSAPEG00000013406.1
ENSAPET00000019287.1 ENSAPEG00000013407.1
ENSAPET00000019295.1 ENSAPEG00000013408.1
ENSAPET00000019282.1 ENSAPEG00000013409.1
ENSAPET00000019281.1 ENSAPEG00000013410.1
ENSAPET00000019288.1 ENSAPEG00000013411.1
ENSAPET00000019330.1 ENSAPEG00000013412.1
ENSAPET00000019316.1 ENSAPEG00000013413.1
ENSAPET00000019332.1 ENSAPEG00000013413.1
ENSAPET00000019460.1 ENSAPEG00000013414.1
ENSAPET00000019514.1 ENSAPEG00000013414.1
ENSAPET00000019541.1 ENSAPEG00000013414.1
ENSAPET00000019300.1 ENSAPEG00000013415.1
ENSAPET00000019301.1 ENSAPEG00000013416.1
ENSAPET00000019306.1 ENSAPEG00000013417.1
ENSAPET00000019327.1 ENSAPEG00000013418.1
ENSAPET00000019338.1 ENSAPEG00000013418.1
ENSAPET00000019297.1 ENSAPEG00000013419.1
ENSAPET00000019296.1 ENSAPEG00000013420.1
ENSAPET00000019396.1 ENSAPEG00000013421.1
ENSAPET00000019418.1 ENSAPEG00000013421.1
ENSAPET00000019447.1 ENSAPEG00000013421.1
ENSAPET00000019485.1 ENSAPEG00000013421.1
ENSAPET00000019348.1 ENSAPEG00000013422.1
ENSAPET00000019319.1 ENSAPEG00000013423.1
ENSAPET00000019322.1 ENSAPEG00000013424.1
ENSAPET00000019343.1 ENSAPEG00000013424.1
ENSAPET00000019314.1 ENSAPEG00000013425.1
ENSAPET00000019318.1 ENSAPEG00000013426.1
ENSAPET00000019333.1 ENSAPEG00000013427.1
ENSAPET00000019350.1 ENSAPEG00000013427.1
ENSAPET00000019339.1 ENSAPEG00000013428.1
